"","species","family","dayTemp","nightTemp","stemLen1","leafNum1","stemLen2","leafNum2","rgrStem","rgrLeaf","familyI","RGR","dayTempc","RGRs"
"2478","fil",269,40,25,0.5,4,1.6,4,0.314285714,0,11,0.314285714,7,4.97964041613472
"2479","fil",269,45,30,0.3,2,0.4,2,0.047619048,0,11,0.047619048,12,0.754490978863454
"2480","fil",269,45,30,0.4,2,0.5,2,0.035714286,0,11,0.035714286,12,0.56586823414759
"2481","fil",269,50,35,0.6,2,0.6,2,0,0,11,0,17,0
"2482","fil",270,15,0,0.9,2,1,2,0.015873016,0,12,0.015873016,-18,0.251496992954485
"2483","fil",270,20,5,0.5,2,0.7,2,0.057142857,0,12,0.057142857,-13,0.905389165129558
"2484","fil",270,20,5,0.8,2,0.8,4,0,0.142857143,12,0,-13,0
"2485","fil",270,25,10,0.7,4,1,6,0.06122449,0.071428571,12,0.06122449,-8,0.970059825440352
"2486","fil",270,25,10,0.9,2,1,4,0.015873016,0.142857143,12,0.015873016,-8,0.251496992954485
"2487","fil",270,30,15,0.5,4,0.9,6,0.114285714,0.071428571,12,0.114285714,-3,1.81077833025912
"2488","fil",270,30,15,0.6,2,0.7,6,0.023809524,0.285714286,12,0.023809524,-3,0.377245489431727
"2489","fil",270,35,20,0.7,4,2.5,8,0.367346939,0.142857143,12,0.367346939,2,5.8203589367978
"2490","fil",270,35,20,0.6,2,0.8,4,0.047619048,0.142857143,12,0.047619048,2,0.754490978863454
"2491","fil",270,40,25,0.7,2,1.3,4,0.12244898,0.142857143,12,0.12244898,7,1.9401196508807
"2492","fil",270,40,25,0.6,2,0.9,2,0.071428571,0,12,0.071428571,7,1.13173645245087
"2493","fil",270,45,30,0.4,2,0.5,2,0.035714286,0,12,0.035714286,12,0.56586823414759
"2494","fil",270,45,30,1,2,1.1,2,0.014285714,0,12,0.014285714,12,0.226347287321312
"2495","fil",270,50,35,0.7,2,0.9,4,0.040816327,0.142857143,12,0.040816327,17,0.646706555575005
"2496","fil",270,50,35,0.6,2,0.8,2,0.047619048,0,12,0.047619048,17,0.754490978863454
"2497","fil",271,15,0,1.1,4,1.3,6,0.025974026,0.071428571,13,0.025974026,-18,0.411540531044736
"2498","fil",271,20,5,0.3,2,0.3,2,0,0,13,0,-13,0
"2499","fil",271,20,5,0.6,2,0.7,2,0.023809524,0,13,0.023809524,-13,0.377245489431727
"2500","fil",271,25,10,0.3,2,0.5,2,0.095238095,0,13,0.095238095,-8,1.5089819418826
"2501","fil",271,25,10,0.3,2,0.4,4,0.047619048,0.142857143,13,0.047619048,-8,0.754490978863454
"2502","fil",271,40,25,1.3,2,3,4,0.186813187,0.142857143,13,0.186813187,7,2.95992612712945
"2503","fil",271,40,25,0.6,2,0.8,2,0.047619048,0,13,0.047619048,7,0.754490978863454
"2504","fil",271,45,30,0.3,2,0.6,2,0.142857143,0,13,0.142857143,12,2.26347292074605
"2505","fil",271,45,30,0.3,2,0.5,2,0.095238095,0,13,0.095238095,12,1.5089819418826
"2506","fil",271,50,35,0.9,2,1,2,0.015873016,0,13,0.015873016,17,0.251496992954485
"2507","fil",271,50,35,1.1,2,0,0,0,0,13,0,17,0
"2508","flo",150,15,0,0.3,2,0.3,2,0,0,1,0,-18,0
"2509","flo",150,15,0,0.1,2,0.2,2,0.142857143,0,1,0,-18,0
"2510","flo",150,20,5,0.2,2,0.3,2,0.071428571,0,1,0,-13,0
"2511","flo",150,20,5,0.3,4,0.4,4,0.047619048,0,1,0,-13,0
"2512","flo",150,25,10,0.2,4,0.4,6,0.142857143,0.071428571,1,0.071428571,-8,0.928388740985799
"2513","flo",150,25,10,0.3,2,0.3,4,0,0.142857143,1,0.142857143,-8,1.85677749496904
"2514","flo",150,30,15,0.4,2,0.4,4,0,0.142857143,1,0.142857143,-3,1.85677749496904
"2515","flo",150,30,15,0.2,2,0.3,2,0.071428571,0,1,0,-3,0
"2516","flo",150,35,20,0.3,4,0.4,6,0.047619048,0.071428571,1,0.071428571,2,0.928388740985799
"2517","flo",150,35,20,0.3,2,0.4,4,0.047619048,0.142857143,1,0.142857143,2,1.85677749496904
"2518","flo",150,40,25,0.3,2,0.5,2,0.095238095,0,1,0,7,0
"2519","flo",150,40,25,0.2,2,0.3,4,0.071428571,0.142857143,1,0.142857143,7,1.85677749496904
"2520","flo",150,45,30,0.2,2,0.3,4,0.071428571,0.142857143,1,0.142857143,12,1.85677749496904
"2521","flo",150,45,30,0.2,2,0.3,4,0.071428571,0.142857143,1,0.142857143,12,1.85677749496904
"2522","flo",150,50,35,0.1,2,0,0,0,0,1,0,17,0
"2523","flo",150,50,35,0.2,2,0,0,0,0,1,0,17,0
"2524","flo",152,15,0,0.3,2,0.5,4,0.095238095,0.142857143,2,0.142857143,-18,1.85677749496904
"2525","flo",152,15,0,0.2,2,0.3,2,0.071428571,0,2,0,-18,0
"2526","flo",152,20,5,0.2,2,0.3,2,0.071428571,0,2,0,-13,0
"2527","flo",152,25,10,0.2,2,0.4,4,0.142857143,0.142857143,2,0.142857143,-8,1.85677749496904
"2528","flo",152,30,15,0.3,2,0.3,2,0,0,2,0,-3,0
"2529","flo",152,30,15,0.3,2,0.3,2,0,0,2,0,-3,0
"2530","flo",152,35,20,0.3,2,0.4,4,0.047619048,0.142857143,2,0.142857143,2,1.85677749496904
"2531","flo",152,35,20,0.2,2,0.3,4,0.071428571,0.142857143,2,0.142857143,2,1.85677749496904
"2532","flo",152,40,25,0.2,2,0.2,2,0,0,2,0,7,0
"2533","flo",152,40,25,0.4,2,0.8,4,0.142857143,0.142857143,2,0.142857143,7,1.85677749496904
"2534","flo",152,45,30,0.4,2,0.5,4,0.035714286,0.142857143,2,0.142857143,12,1.85677749496904
"2535","flo",152,45,30,0.3,2,0.4,4,0.047619048,0.142857143,2,0.142857143,12,1.85677749496904
"2536","flo",152,50,35,0.3,2,0.3,2,0,0,2,0,17,0
"2537","flo",152,50,35,0.3,2,0,0,0,0,2,0,17,0
"2538","flo",155,15,0,0.3,4,0.3,4,0,0,3,0,-18,0
"2539","flo",155,15,0,0.4,2,0.6,4,0.071428571,0.142857143,3,0.142857143,-18,1.85677749496904
"2540","flo",155,20,5,0.2,2,0.2,4,0,0.142857143,3,0.142857143,-13,1.85677749496904
"2541","flo",155,20,5,0.2,2,0.2,4,0,0.142857143,3,0.142857143,-13,1.85677749496904
"2542","flo",155,25,10,0.2,2,0.5,4,0.214285714,0.142857143,3,0.142857143,-8,1.85677749496904
"2543","flo",155,25,10,0.2,2,0.3,4,0.071428571,0.142857143,3,0.142857143,-8,1.85677749496904
"2544","flo",155,30,15,0.3,4,0.5,6,0.095238095,0.071428571,3,0.071428571,-3,0.928388740985799
"2545","flo",155,30,15,0.4,2,0.5,4,0.035714286,0.142857143,3,0.142857143,-3,1.85677749496904
"2546","flo",155,35,20,0.3,4,0.5,6,0.095238095,0.071428571,3,0.071428571,2,0.928388740985799
"2547","flo",155,35,20,0.4,2,0.4,4,0,0.142857143,3,0.142857143,2,1.85677749496904
"2548","flo",155,40,25,0.2,2,0.4,4,0.142857143,0.142857143,3,0.142857143,7,1.85677749496904
"2549","flo",155,40,25,0.4,2,0.5,2,0.035714286,0,3,0,7,0
"2550","flo",155,45,30,0.2,2,0.3,4,0.071428571,0.142857143,3,0.142857143,12,1.85677749496904
"2551","flo",155,50,35,0.3,2,0,0,0,0,3,0,17,0
"2552","flo",155,50,35,0.2,2,0,0,0,0,3,0,17,0
"2553","flo",159,15,0,0.2,2,0.3,2,0.071428571,0,4,0,-18,0
"2554","flo",159,20,5,0.3,2,0.3,4,0,0.142857143,4,0.142857143,-13,1.85677749496904
"2555","flo",159,20,5,0.2,4,0.5,4,0.214285714,0,4,0,-13,0
"2556","flo",159,25,10,0.2,2,0.3,4,0.071428571,0.142857143,4,0.142857143,-8,1.85677749496904
"2557","flo",159,30,15,0.3,2,0.3,6,0,0.285714286,4,0.285714286,-3,3.71355498993808
"2558","flo",159,30,15,0.3,2,0.3,4,0,0.142857143,4,0.142857143,-3,1.85677749496904
"2559","flo",159,35,20,0.3,2,0.4,2,0.047619048,0,4,0,2,0
"2560","flo",159,35,20,0.4,4,0.5,4,0.035714286,0,4,0,2,0
"2561","flo",159,40,25,0.1,2,0.2,2,0.142857143,0,4,0,7,0
"2562","flo",159,40,25,0.4,2,0.4,4,0,0.142857143,4,0.142857143,7,1.85677749496904
"2563","flo",159,45,30,0.3,2,0.4,4,0.047619048,0.142857143,4,0.142857143,12,1.85677749496904
"2564","flo",159,45,30,0.3,2,0.4,4,0.047619048,0.142857143,4,0.142857143,12,1.85677749496904
"2565","flo",159,50,35,0.4,2,0,0,0,0,4,0,17,0
"2566","flo",159,50,35,0.2,4,0.6,4,0.285714286,0,4,0,17,0
"2567","flo",161,15,0,0.2,2,0.4,2,0.142857143,0,5,0,-18,0
"2568","flo",161,20,5,0.4,2,0.5,4,0.035714286,0.142857143,5,0.142857143,-13,1.85677749496904
"2569","flo",161,30,15,0.5,2,0.5,4,0,0.142857143,5,0.142857143,-3,1.85677749496904
"2570","flo",161,30,15,0.5,2,0.6,4,0.028571429,0.142857143,5,0.142857143,-3,1.85677749496904
"2571","flo",161,35,20,0.3,2,0.4,6,0.047619048,0.285714286,5,0.285714286,2,3.71355498993808
"2572","flo",161,40,25,0.3,2,0.4,2,0.047619048,0,5,0,7,0
"2573","flo",161,45,30,0.4,2,0.4,2,0,0,5,0,12,0
"2574","flo",161,50,35,0.3,2,0,0,0,0,5,0,17,0
"2575","flo",161,50,35,0.1,2,0,0,0,0,5,0,17,0
"2576","flo",162,15,0,0.2,2,0.2,2,0,0,6,0,-18,0
"2577","flo",162,20,5,0.3,2,0.5,4,0.095238095,0.142857143,6,0.142857143,-13,1.85677749496904
"2578","flo",162,20,5,0.3,2,0.3,2,0,0,6,0,-13,0
"2579","flo",162,25,10,0.4,2,0.5,4,0.035714286,0.142857143,6,0.142857143,-8,1.85677749496904
"2580","flo",162,25,10,0.3,2,0.5,4,0.095238095,0.142857143,6,0.142857143,-8,1.85677749496904
"2581","flo",162,30,15,0.5,4,0.6,6,0.028571429,0.071428571,6,0.071428571,-3,0.928388740985799
"2582","flo",162,30,15,0.2,2,0.2,4,0,0.142857143,6,0.142857143,-3,1.85677749496904
"2583","flo",162,35,20,0.3,2,0.5,4,0.095238095,0.142857143,6,0.142857143,2,1.85677749496904
"2584","flo",162,35,20,0.3,2,0.3,4,0,0.142857143,6,0.142857143,2,1.85677749496904
"2585","flo",162,40,25,0.3,2,0.3,2,0,0,6,0,7,0
"2586","flo",162,45,30,0.2,2,0.2,2,0,0,6,0,12,0
"2587","flo",162,45,30,0.2,2,0.2,4,0,0.142857143,6,0.142857143,12,1.85677749496904
"2588","flo",162,50,35,0.3,2,0.3,2,0,0,6,0,17,0
"2589","flo",162,50,35,0.1,2,0.3,2,0.285714286,0,6,0,17,0
"2590","flo",163,15,0,0.2,2,0.5,4,0.214285714,0.142857143,7,0.142857143,-18,1.85677749496904
"2591","flo",163,15,0,0.3,4,0.3,4,0,0,7,0,-18,0
"2592","flo",163,20,5,0.4,2,0.5,4,0.035714286,0.142857143,7,0.142857143,-13,1.85677749496904
"2593","flo",163,20,5,0.2,2,0.3,4,0.071428571,0.142857143,7,0.142857143,-13,1.85677749496904
"2594","flo",163,25,10,0.1,2,0.2,4,0.142857143,0.142857143,7,0.142857143,-8,1.85677749496904
"2595","flo",163,25,10,0.3,4,0.4,6,0.047619048,0.071428571,7,0.071428571,-8,0.928388740985799
"2596","flo",163,30,15,0.5,4,0.6,6,0.028571429,0.071428571,7,0.071428571,-3,0.928388740985799
"2597","flo",163,30,15,0.5,2,0.7,6,0.057142857,0.285714286,7,0.285714286,-3,3.71355498993808
"2598","flo",163,35,20,0.4,4,0.5,6,0.035714286,0.071428571,7,0.071428571,2,0.928388740985799
"2599","flo",163,35,20,0.3,4,0.5,6,0.095238095,0.071428571,7,0.071428571,2,0.928388740985799
"2600","flo",163,40,25,0.2,2,0.5,4,0.214285714,0.142857143,7,0.142857143,7,1.85677749496904
"2601","flo",163,40,25,0.4,2,0.4,4,0,0.142857143,7,0.142857143,7,1.85677749496904
"2602","flo",163,45,30,0.2,2,0.2,2,0,0,7,0,12,0
"2603","flo",163,45,30,0.3,2,0.3,2,0,0,7,0,12,0
"2604","flo",163,50,35,0.3,2,0,0,0,0,7,0,17,0
"2605","flo",163,50,35,0.2,2,0,0,0,0,7,0,17,0
"2606","flo",164,15,0,0.2,2,0.2,2,0,0,8,0,-18,0
"2607","flo",164,20,5,0.3,2,0.4,2,0.047619048,0,8,0,-13,0
"2608","flo",164,25,10,0.1,2,0.1,2,0,0,8,0,-8,0
"2609","flo",164,30,15,0.6,2,0.8,4,0.047619048,0.142857143,8,0.142857143,-3,1.85677749496904
"2610","flo",164,30,15,0.6,4,0.7,6,0.023809524,0.071428571,8,0.071428571,-3,0.928388740985799
"2611","flo",164,35,20,0.7,4,0.7,6,0,0.071428571,8,0.071428571,2,0.928388740985799
"2612","flo",164,35,20,0.5,2,0.5,4,0,0.142857143,8,0.142857143,2,1.85677749496904
"2613","flo",164,40,25,0.2,2,0.3,2,0.071428571,0,8,0,7,0
"2614","flo",164,40,25,0.3,2,0.5,4,0.095238095,0.142857143,8,0.142857143,7,1.85677749496904
"2615","flo",164,50,35,0.2,2,0,0,0,0,8,0,17,0
"2616","flo",164,50,35,0.3,2,0.3,2,0,0,8,0,17,0
"2617","flo",168,15,0,0.1,2,0.2,2,0.142857143,0,9,0,-18,0
"2618","flo",168,15,0,0.2,4,0.3,4,0.071428571,0,9,0,-18,0
"2619","flo",168,20,5,0.3,2,0.3,4,0,0.142857143,9,0.142857143,-13,1.85677749496904
"2620","flo",168,20,5,0.2,2,0.2,4,0,0.142857143,9,0.142857143,-13,1.85677749496904
"2621","flo",168,25,10,0.2,2,0.3,4,0.071428571,0.142857143,9,0.142857143,-8,1.85677749496904
"2622","flo",168,25,10,0.1,2,0.3,4,0.285714286,0.142857143,9,0.142857143,-8,1.85677749496904
"2623","flo",168,30,15,0.6,4,0.6,4,0,0,9,0,-3,0
"2624","flo",168,30,15,0.8,4,0.8,6,0,0.071428571,9,0.071428571,-3,0.928388740985799
"2625","flo",168,35,20,0.6,4,0.6,4,0,0,9,0,2,0
"2626","flo",168,35,20,0.3,4,0.6,6,0.142857143,0.071428571,9,0.071428571,2,0.928388740985799
"2627","flo",168,40,25,0.3,2,0.5,4,0.095238095,0.142857143,9,0.142857143,7,1.85677749496904
"2628","flo",168,40,25,0.3,2,0.4,4,0.047619048,0.142857143,9,0.142857143,7,1.85677749496904
"2629","flo",168,45,30,0.2,2,0.3,2,0.071428571,0,9,0,12,0
"2630","flo",168,50,35,0.2,2,0,0,0,0,9,0,17,0
"2631","flo",168,50,35,0.2,2,0,0,0,0,9,0,17,0
"2632","flo",171,15,0,0.2,4,0.3,4,0.071428571,0,10,0,-18,0
"2633","flo",171,15,0,0.3,4,0.5,4,0.095238095,0,10,0,-18,0
"2634","flo",171,20,5,0.5,2,0.6,4,0.028571429,0.142857143,10,0.142857143,-13,1.85677749496904
"2635","flo",171,20,5,0.4,2,0.5,2,0.035714286,0,10,0,-13,0
"2636","flo",171,25,10,0.2,2,0.4,6,0.142857143,0.285714286,10,0.285714286,-8,3.71355498993808
"2637","flo",171,25,10,0.3,2,0.4,4,0.047619048,0.142857143,10,0.142857143,-8,1.85677749496904
"2638","flo",171,30,15,0.6,4,0.8,6,0.047619048,0.071428571,10,0.071428571,-3,0.928388740985799
"2639","flo",171,30,15,0.4,2,0.4,4,0,0.142857143,10,0.142857143,-3,1.85677749496904
"2640","flo",171,35,20,0.4,2,0.7,4,0.107142857,0.142857143,10,0.142857143,2,1.85677749496904
"2641","flo",171,35,20,0.4,2,0.5,4,0.035714286,0.142857143,10,0.142857143,2,1.85677749496904
"2642","flo",171,40,25,0.6,2,0.7,4,0.023809524,0.142857143,10,0.142857143,7,1.85677749496904
"2643","flo",171,40,25,0.4,2,0.5,4,0.035714286,0.142857143,10,0.142857143,7,1.85677749496904
"2644","flo",171,45,30,0.5,2,0.6,4,0.028571429,0.142857143,10,0.142857143,12,1.85677749496904
"2645","flo",171,45,30,0.3,2,0.4,4,0.047619048,0.142857143,10,0.142857143,12,1.85677749496904
"2646","flo",171,50,35,0.3,2,0,0,0,0,10,0,17,0
"2647","flo",171,50,35,0.4,4,0.4,4,0,0,10,0,17,0
"2648","flo",172,15,0,0.2,2,0.2,4,0,0.142857143,11,0.142857143,-18,1.85677749496904
"2649","flo",172,15,0,0.2,2,0.3,2,0.071428571,0,11,0,-18,0
"2650","flo",172,20,5,0.2,2,0.3,4,0.071428571,0.142857143,11,0.142857143,-13,1.85677749496904
"2651","flo",172,30,15,0.4,2,0.4,4,0,0.142857143,11,0.142857143,-3,1.85677749496904
"2652","flo",172,30,15,0.2,2,0.2,4,0,0.142857143,11,0.142857143,-3,1.85677749496904
"2653","flo",172,35,20,0.3,4,0.5,6,0.095238095,0.071428571,11,0.071428571,2,0.928388740985799
"2654","flo",172,35,20,0.3,2,0.3,4,0,0.142857143,11,0.142857143,2,1.85677749496904
"2655","flo",172,40,25,0.5,4,0.8,6,0.085714286,0.071428571,11,0.071428571,7,0.928388740985799
"2656","flo",172,40,25,0.3,2,0.4,4,0.047619048,0.142857143,11,0.142857143,7,1.85677749496904
"2657","flo",172,45,30,0.3,2,0.3,2,0,0,11,0,12,0
"2658","flo",172,45,30,0.2,2,0.2,2,0,0,11,0,12,0
"2659","flo",172,50,35,0.2,2,0,0,0,0,11,0,17,0
"2660","flo",172,50,35,0.3,4,0.4,4,0.047619048,0,11,0,17,0
"2661","flo",175,15,0,0.3,2,0.4,2,0.047619048,0,12,0,-18,0
"2662","flo",175,15,0,0.2,4,0.3,4,0.071428571,0,12,0,-18,0
"2663","flo",175,20,5,0.5,2,0.6,4,0.028571429,0.142857143,12,0.142857143,-13,1.85677749496904
"2664","flo",175,25,10,0.2,2,0.3,4,0.071428571,0.142857143,12,0.142857143,-8,1.85677749496904
"2665","flo",175,30,15,0.4,2,0.5,4,0.035714286,0.142857143,12,0.142857143,-3,1.85677749496904
"2666","flo",175,30,15,0.6,4,0.7,6,0.023809524,0.071428571,12,0.071428571,-3,0.928388740985799
"2667","flo",175,35,20,0.5,4,0.6,6,0.028571429,0.071428571,12,0.071428571,2,0.928388740985799
"2668","flo",175,35,20,0.4,4,0.5,4,0.035714286,0,12,0,2,0
"2669","flo",175,40,25,0.3,2,0.3,4,0,0.142857143,12,0.142857143,7,1.85677749496904
"2670","flo",175,40,25,0.3,2,0.3,2,0,0,12,0,7,0
"2671","flo",175,50,35,0.3,2,0,0,0,0,12,0,17,0
"2672","flo",175,50,35,0.1,2,0.3,2,0.285714286,0,12,0,17,0
"2673","flo",177,15,0,0.3,2,0.3,2,0,0,13,0,-18,0
"2674","flo",177,15,0,1,4,1,4,0,0,13,0,-18,0
"2675","flo",177,20,5,0.3,2,0.5,4,0.095238095,0.142857143,13,0.142857143,-13,1.85677749496904
"2676","flo",177,25,10,0.3,2,0.4,4,0.047619048,0.142857143,13,0.142857143,-8,1.85677749496904
"2677","flo",177,25,10,0.1,2,0.3,4,0.285714286,0.142857143,13,0.142857143,-8,1.85677749496904
"2678","flo",177,30,15,0.3,2,0.3,4,0,0.142857143,13,0.142857143,-3,1.85677749496904
"2679","flo",177,30,15,1.8,4,2,6,0.015873016,0.071428571,13,0.071428571,-3,0.928388740985799
"2680","flo",177,35,20,0.2,2,0.3,2,0.071428571,0,13,0,2,0
"2681","flo",177,35,20,0.4,2,0.6,6,0.071428571,0.285714286,13,0.285714286,2,3.71355498993808
"2682","flo",177,40,25,1.8,2,1.8,4,0,0.142857143,13,0.142857143,7,1.85677749496904
"2683","flo",177,40,25,0.4,2,0.5,4,0.035714286,0.142857143,13,0.142857143,7,1.85677749496904
"2684","flo",177,45,30,0.3,2,0.5,4,0.095238095,0.142857143,13,0.142857143,12,1.85677749496904
"2685","flo",177,45,30,1.3,2,0.3,4,0,0.142857143,13,0.142857143,12,1.85677749496904
"2686","flo",177,50,35,0.3,2,0.3,4,0,0.142857143,13,0.142857143,17,1.85677749496904
"2687","flo",177,50,35,0.4,4,0.7,4,0.107142857,0,13,0,17,0
"2688","flo",181,15,0,0.2,2,0.3,2,0.071428571,0,14,0,-18,0
"2689","flo",181,15,0,0.2,2,0.3,2,0.071428571,0,14,0,-18,0
"2690","flo",181,20,5,0.4,2,0.4,2,0,0,14,0,-13,0
"2691","flo",181,30,15,0.2,2,0.4,4,0.142857143,0.142857143,14,0.142857143,-3,1.85677749496904
"2692","flo",181,30,15,0.4,4,0.5,6,0.035714286,0.071428571,14,0.071428571,-3,0.928388740985799
"2693","flo",181,35,20,0.3,2,0.3,2,0,0,14,0,2,0
"2694","flo",181,35,20,0.4,2,0.4,4,0,0.142857143,14,0.142857143,2,1.85677749496904
"2695","flo",181,40,25,0.5,2,0.5,4,0,0.142857143,14,0.142857143,7,1.85677749496904
"2696","flo",181,45,30,0.3,2,0.3,2,0,0,14,0,12,0
"2697","flo",181,50,35,0.2,2,0.4,2,0.142857143,0,14,0,17,0
"2698","flo",181,50,35,0.3,2,0,0,0,0,14,0,17,0
"2699","flo",183,20,5,0.2,2,0.2,4,0,0.142857143,15,0.142857143,-13,1.85677749496904
"2700","flo",183,25,10,0.1,2,0.2,4,0.142857143,0.142857143,15,0.142857143,-8,1.85677749496904
"2701","flo",183,30,15,0.3,4,0.5,6,0.095238095,0.071428571,15,0.071428571,-3,0.928388740985799
"2702","flo",183,30,15,0.4,4,0.5,6,0.035714286,0.071428571,15,0.071428571,-3,0.928388740985799
"2703","flo",183,35,20,0.4,4,0.6,8,0.071428571,0.142857143,15,0.142857143,2,1.85677749496904
"2704","flo",183,35,20,0.2,2,0.4,4,0.142857143,0.142857143,15,0.142857143,2,1.85677749496904
"2705","flo",183,40,25,0.3,2,0.5,4,0.095238095,0.142857143,15,0.142857143,7,1.85677749496904
"2706","flo",183,40,25,0.3,2,0.4,4,0.047619048,0.142857143,15,0.142857143,7,1.85677749496904
"2707","flo",183,50,35,0.3,4,0.3,4,0,0,15,0,17,0
"2708","flo",183,50,35,0.3,4,0.5,4,0.095238095,0,15,0,17,0
"2709","flo",184,15,0,0.2,2,0.2,2,0,0,16,0,-18,0
"2710","flo",184,15,0,0.2,2,0.2,2,0,0,16,0,-18,0
"2711","flo",184,20,5,0.2,2,0.2,4,0,0.142857143,16,0.142857143,-13,1.85677749496904
"2712","flo",184,20,5,0.2,4,0.3,4,0.071428571,0,16,0,-13,0
"2713","flo",184,25,10,0.2,2,0.3,4,0.071428571,0.142857143,16,0.142857143,-8,1.85677749496904
"2714","flo",184,25,10,0.3,4,0.4,6,0.047619048,0.071428571,16,0.071428571,-8,0.928388740985799
"2715","flo",184,30,15,0.4,4,0.6,6,0.071428571,0.071428571,16,0.071428571,-3,0.928388740985799
"2716","flo",184,30,15,0.4,4,0.5,6,0.035714286,0.071428571,16,0.071428571,-3,0.928388740985799
"2717","flo",184,35,20,0.3,2,0.4,4,0.047619048,0.142857143,16,0.142857143,2,1.85677749496904
"2718","flo",184,35,20,0.5,4,0.7,8,0.057142857,0.142857143,16,0.142857143,2,1.85677749496904
"2719","flo",184,40,25,0.3,2,0.4,4,0.047619048,0.142857143,16,0.142857143,7,1.85677749496904
"2720","flo",184,40,25,0.3,2,0.3,2,0,0,16,0,7,0
"2721","flo",184,45,30,0.5,4,0.5,6,0,0.071428571,16,0.071428571,12,0.928388740985799
"2722","flo",184,50,35,0.2,2,0,0,0,0,16,0,17,0
"2723","flo",188,15,0,0.2,2,0.3,2,0.071428571,0,17,0,-18,0
"2724","flo",188,20,5,0.4,2,0.6,4,0.071428571,0.142857143,17,0.142857143,-13,1.85677749496904
"2725","flo",188,25,10,0.1,2,0.2,2,0.142857143,0,17,0,-8,0
"2726","flo",188,25,10,0.2,2,0.3,4,0.071428571,0.142857143,17,0.142857143,-8,1.85677749496904
"2727","flo",188,30,15,0.4,2,0.4,2,0,0,17,0,-3,0
"2728","flo",188,30,15,0.4,2,0.6,4,0.071428571,0.142857143,17,0.142857143,-3,1.85677749496904
"2729","flo",188,40,25,0.3,2,0.6,4,0.142857143,0.142857143,17,0.142857143,7,1.85677749496904
"2730","flo",188,40,25,0.4,2,0.5,4,0.035714286,0.142857143,17,0.142857143,7,1.85677749496904
"2731","flo",188,45,30,0.6,2,0.6,2,0,0,17,0,12,0
"2732","flo",188,50,35,0.5,2,0,0,0,0,17,0,17,0
"2733","flo",188,50,35,0.5,2,0,0,0,0,17,0,17,0
"2734","flo",191,15,0,0.2,4,0.3,4,0.071428571,0,18,0,-18,0
"2735","flo",191,15,0,0.1,2,0.2,2,0.142857143,0,18,0,-18,0
"2736","flo",191,20,5,0.2,4,0.3,4,0.071428571,0,18,0,-13,0
"2737","flo",191,20,5,0.3,2,0.5,4,0.095238095,0.142857143,18,0.142857143,-13,1.85677749496904
"2738","flo",191,25,10,0.3,4,0.4,4,0.047619048,0,18,0,-8,0
"2739","flo",191,25,10,0.3,2,0.4,4,0.047619048,0.142857143,18,0.142857143,-8,1.85677749496904
"2740","flo",191,30,15,0.3,4,0.5,6,0.095238095,0.071428571,18,0.071428571,-3,0.928388740985799
"2741","flo",191,30,15,0.4,6,0.5,8,0.035714286,0.047619048,18,0.047619048,-3,0.618925835988828
"2742","flo",191,35,20,0.2,2,0.3,4,0.071428571,0.142857143,18,0.142857143,2,1.85677749496904
"2743","flo",191,35,20,0.3,4,0.5,6,0.095238095,0.071428571,18,0.071428571,2,0.928388740985799
"2744","flo",191,40,25,0.3,4,0.6,4,0.142857143,0,18,0,7,0
"2745","flo",191,40,25,0.3,2,0.4,4,0.047619048,0.142857143,18,0.142857143,7,1.85677749496904
"2746","flo",191,45,30,0.5,2,0.7,4,0.057142857,0.142857143,18,0.142857143,12,1.85677749496904
"2747","flo",191,45,30,0.2,2,0.3,4,0.071428571,0.142857143,18,0.142857143,12,1.85677749496904
"2748","flo",191,50,35,0.3,4,0.6,4,0.142857143,0,18,0,17,0
"2749","flo",191,50,35,0.1,2,0,0,0,0,18,0,17,0
"2750","gut",272,15,0,0.5,4,0.7,6,0.057142857,0.071428571,1,0.057142857,-18,0.322111084292869
"2751","gut",272,15,0,0.9,4,1.1,6,0.031746032,0.071428571,1,0.031746032,-18,0.178950604263908
"2752","gut",272,20,5,0.9,4,1,6,0.015873016,0.071428571,1,0.015873016,-13,0.0894753021319542
"2753","gut",272,20,5,0.8,4,1.1,6,0.053571429,0.071428571,1,0.053571429,-13,0.301979144695345
"2754","gut",272,25,10,0.6,4,0.7,6,0.023809524,0.071428571,1,0.023809524,-8,0.134212953197931
"2755","gut",272,25,10,0.2,4,0.3,6,0.071428571,0.071428571,1,0.071428571,-8,0.40263885395685
"2756","gut",272,30,15,0.6,4,1,8,0.095238095,0.142857143,1,0.095238095,-3,0.536851807154781
"2757","gut",272,30,15,0.4,4,0.6,6,0.071428571,0.071428571,1,0.071428571,-3,0.40263885395685
"2758","gut",272,35,20,0.8,10,0.9,14,0.017857143,0.057142857,1,0.017857143,2,0.100659714898448
"2759","gut",272,35,20,1,6,2.6,10,0.228571429,0.095238095,1,0.228571429,2,1.28844434280842
"2760","gut",272,40,25,0.8,6,2.1,8,0.232142857,0.047619048,1,0.232142857,7,1.30857628240594
"2761","gut",272,40,25,0.6,4,0.9,8,0.071428571,0.142857143,1,0.071428571,7,0.40263885395685
"2762","gut",272,45,30,0.4,4,0.8,6,0.142857143,0.071428571,1,0.142857143,12,0.805277713550644
"2763","gut",272,45,30,0.6,6,0.9,12,0.071428571,0.142857143,1,0.071428571,12,0.40263885395685
