"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[132]",-0.16,0,0.28,-0.79,-0.32,-0.13,0.04,0.3,6716.6,1
"log_lik[133]",-0.3,0,0.31,-1.02,-0.47,-0.27,-0.09,0.19,6239.94,1
"log_lik[134]",-1.51,0.01,0.52,-2.69,-1.82,-1.45,-1.14,-0.66,10561.72,1
"log_lik[135]",-1.41,0,0.5,-2.55,-1.71,-1.35,-1.05,-0.59,10344.65,1
"log_lik[136]",-2.29,0,0.56,-3.73,-2.55,-2.17,-1.89,-1.55,12895.01,1
"log_lik[137]",-2.92,0.01,0.84,-5.06,-3.35,-2.75,-2.3,-1.8,14411.93,1
"log_lik[138]",-1.84,0,0.25,-2.41,-1.98,-1.82,-1.68,-1.44,8018.47,1
"log_lik[139]",-1.87,0,0.29,-2.55,-2.03,-1.84,-1.68,-1.43,9074.06,1
"log_lik[140]",-1.86,0.01,0.54,-3.34,-2.01,-1.72,-1.53,-1.27,9304.94,1
"log_lik[141]",-1.9,0.01,0.59,-3.27,-2.24,-1.81,-1.47,-1.03,12722.9,1
"log_lik[142]",-0.44,0,0.26,-0.92,-0.6,-0.5,-0.26,0.07,8173.08,1
"log_lik[143]",-0.25,0,0.19,-0.59,-0.35,-0.29,-0.13,0.16,8232.55,1
"log_lik[144]",-0.29,0,0.2,-0.72,-0.42,-0.28,-0.15,0.08,8106.14,1
"log_lik[145]",-0.89,0,0.09,-1.12,-0.92,-0.87,-0.83,-0.81,7523.49,1
"log_lik[146]",-0.43,0,0.2,-0.87,-0.56,-0.41,-0.29,-0.1,8130.5,1
"log_lik[147]",-0.87,0,0.09,-1.09,-0.9,-0.85,-0.82,-0.73,7164.02,1
"log_lik[148]",-1.23,0,0.23,-1.75,-1.35,-1.22,-1.11,-0.78,11020.31,1
"log_lik[149]",-0.4,0,0.21,-0.85,-0.53,-0.39,-0.26,-0.05,9597.62,1
"log_lik[150]",-2.2,0.01,0.81,-4.19,-2.62,-2.05,-1.59,-1.1,12223.99,1
"log_lik[151]",-0.79,0,0.31,-1.5,-0.97,-0.75,-0.58,-0.31,10909.98,1
"log_lik[152]",-1.52,0,0.42,-2.44,-1.79,-1.48,-1.22,-0.82,11326.42,1
"log_lik[153]",-1.16,0,0.29,-1.86,-1.32,-1.12,-0.95,-0.7,12015.6,1
"log_lik[154]",-2.26,0,0.45,-3.24,-2.54,-2.22,-1.94,-1.48,10890.13,1
"log_lik[155]",-1.57,0,0.28,-2.23,-1.72,-1.53,-1.37,-1.13,9409.34,1
"log_lik[156]",-1.92,0,0.4,-2.81,-2.16,-1.88,-1.63,-1.27,13335.88,1
"log_lik[157]",-2.9,0.01,0.92,-5.36,-3.29,-2.63,-2.24,-1.89,11698.1,1
"log_lik[158]",-1.94,0.01,0.88,-4.25,-2.35,-1.66,-1.3,-0.97,7972.42,1
"log_lik[159]",-0.98,0,0.44,-1.99,-1.24,-0.91,-0.66,-0.32,9416.19,1
"log_lik[160]",-0.25,0,0.14,-0.62,-0.3,-0.2,-0.15,-0.11,10414.77,1
"log_lik[161]",0.58,0,0.19,0.17,0.45,0.59,0.71,0.93,10215.05,1
"log_lik[162]",0.29,0,0.12,0.01,0.23,0.31,0.37,0.48,8063.13,1
"log_lik[163]",0.57,0,0.19,0.16,0.44,0.58,0.7,0.92,9682.81,1
"log_lik[164]",-0.16,0,0.24,-0.64,-0.3,-0.16,0,0.31,7847.48,1
"log_lik[165]",0.44,0,0.22,-0.04,0.32,0.46,0.59,0.81,6806.57,1
"log_lik[166]",0.26,0,0.22,-0.23,0.13,0.28,0.41,0.65,7790.7,1
"log_lik[167]",0.22,0,0.21,-0.22,0.08,0.23,0.36,0.6,7456.41,1
"log_lik[168]",0.03,0,0.25,-0.55,-0.11,0.06,0.2,0.45,8608.77,1
"log_lik[169]",-0.63,0,0.53,-1.9,-0.93,-0.55,-0.24,0.17,13204.94,1
"log_lik[170]",-0.11,0,0.26,-0.71,-0.25,-0.08,0.06,0.3,6128.86,1
"log_lik[171]",-1.37,0.01,0.91,-3.61,-1.84,-1.16,-0.69,-0.22,10581.92,1
"log_lik[172]",-0.88,0.01,0.76,-2.68,-1.31,-0.75,-0.31,0.22,10137.31,1
"log_lik[173]",0,0,0.39,-0.99,-0.15,0.09,0.25,0.51,8759.88,1
"log_lik[174]",0.52,0,0.24,-0.02,0.39,0.54,0.67,0.9,8465.71,1
"log_lik[175]",-0.99,0.01,0.56,-2.29,-1.31,-0.94,-0.65,0.05,8162.53,1
"lp__",-158.71,0.16,7.99,-175.49,-163.89,-158.33,-153.11,-144.18,2628.34,1
