"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[31]",-0.59,0,0.44,-1.65,-0.83,-0.52,-0.29,0.1,9895.13,1
"log_lik[32]",-0.38,0,0.32,-1.1,-0.56,-0.36,-0.17,0.18,5404.31,1
"log_lik[33]",-0.61,0.01,0.4,-1.56,-0.81,-0.56,-0.35,0.03,5308.82,1
"log_lik[34]",-1.17,0.01,0.86,-3.41,-1.53,-0.98,-0.59,-0.1,8315.87,1
"log_lik[35]",-2.13,0.01,0.93,-4.3,-2.67,-1.99,-1.45,-0.7,9206.02,1
"log_lik[36]",-0.81,0.01,0.84,-3.04,-1.14,-0.58,-0.27,0.18,8760.62,1
"log_lik[37]",0.37,0,0.28,-0.21,0.2,0.37,0.55,0.91,7087.71,1
"log_lik[38]",0.37,0,0.28,-0.21,0.2,0.37,0.55,0.91,7087.71,1
"log_lik[39]",0.01,0,0.17,-0.37,-0.09,0.02,0.12,0.33,6973.56,1
"log_lik[40]",0.01,0,0.17,-0.37,-0.09,0.02,0.12,0.33,6973.56,1
"log_lik[41]",-0.05,0,0.24,-0.57,-0.2,-0.03,0.11,0.35,8923.79,1
"log_lik[42]",-0.06,0,0.22,-0.51,-0.2,-0.05,0.09,0.34,8151.51,1
"log_lik[43]",-0.72,0,0.41,-1.75,-0.91,-0.65,-0.44,-0.15,9225.56,1
"log_lik[44]",-1.85,0.01,0.93,-4.14,-2.34,-1.66,-1.16,-0.62,14617.19,1
"log_lik[45]",-1.22,0,0.48,-2.36,-1.5,-1.16,-0.87,-0.46,13527.94,1
"log_lik[46]",-0.98,0,0.41,-1.94,-1.22,-0.92,-0.68,-0.33,14532.3,1
"log_lik[47]",-0.89,0,0.41,-1.85,-1.12,-0.84,-0.61,-0.27,11473.6,1
"log_lik[48]",-0.75,0,0.28,-1.42,-0.9,-0.72,-0.56,-0.3,5411.93,1
"log_lik[49]",-0.72,0,0.4,-1.7,-0.94,-0.66,-0.44,-0.13,10974.88,1
"log_lik[50]",-0.63,0,0.45,-1.7,-0.88,-0.57,-0.31,0.04,11735.93,1
"log_lik[51]",-2.15,0.01,1.28,-5.31,-2.81,-1.85,-1.2,-0.59,13699.87,1
"log_lik[52]",0.22,0,0.22,-0.25,0.09,0.23,0.37,0.61,8253.94,1
"log_lik[53]",0.22,0,0.22,-0.25,0.09,0.23,0.37,0.61,8253.94,1
"log_lik[54]",0.01,0,0.21,-0.45,-0.12,0.02,0.16,0.39,7488.02,1
"log_lik[55]",-0.59,0,0.23,-1.06,-0.75,-0.58,-0.43,-0.16,7563.47,1
"log_lik[56]",-0.58,0,0.31,-1.34,-0.75,-0.53,-0.36,-0.12,8574.77,1
"log_lik[57]",-2.99,0.01,1.24,-6.15,-3.63,-2.73,-2.06,-1.39,13486.4,1
"log_lik[58]",-1.18,0,0.37,-2.03,-1.39,-1.13,-0.92,-0.59,11322.28,1
"log_lik[59]",-1.74,0,0.37,-2.58,-1.96,-1.7,-1.48,-1.13,12049.03,1
"log_lik[60]",-1.38,0,0.29,-2.02,-1.55,-1.36,-1.18,-0.89,13292.82,1
"log_lik[61]",-2,0,0.4,-3.02,-2.17,-1.92,-1.73,-1.45,8498.44,1
"log_lik[62]",-1.69,0,0.32,-2.39,-1.88,-1.66,-1.46,-1.14,11619.47,1
"log_lik[63]",-1.64,0,0.32,-2.37,-1.84,-1.61,-1.41,-1.09,12280.69,1
"log_lik[64]",-2.07,0,0.46,-3.29,-2.26,-1.97,-1.76,-1.47,9382.15,1
"log_lik[65]",-1.29,0,0.37,-2.24,-1.45,-1.23,-1.05,-0.78,7035.54,1
"log_lik[66]",-1.11,0,0.28,-1.73,-1.26,-1.07,-0.92,-0.66,7477.21,1
"log_lik[67]",-1.43,0.01,0.64,-2.87,-1.8,-1.37,-0.98,-0.39,9971.17,1
"log_lik[68]",-0.16,0,0.29,-0.87,-0.31,-0.12,0.03,0.28,9047.38,1
"log_lik[69]",0.31,0,0.24,-0.2,0.16,0.32,0.47,0.73,7731.9,1
"log_lik[70]",-1.8,0.01,0.77,-3.76,-2.17,-1.62,-1.23,-0.88,10021.68,1
"log_lik[71]",-0.1,0,0.25,-0.6,-0.26,-0.08,0.08,0.37,6928.24,1
"log_lik[72]",-0.02,0,0.27,-0.61,-0.18,0,0.16,0.44,7676.28,1
"log_lik[73]",-1.61,0.01,0.9,-3.91,-2.03,-1.4,-0.96,-0.51,13747.86,1
"log_lik[74]",-1.11,0,0.4,-2.05,-1.34,-1.05,-0.82,-0.48,13572.36,1
"log_lik[75]",-0.86,0,0.3,-1.51,-1.03,-0.83,-0.65,-0.36,7443.31,1
"log_lik[76]",-1.61,0,0.5,-2.75,-1.89,-1.54,-1.25,-0.83,10934.6,1
"log_lik[77]",-1.27,0,0.32,-1.99,-1.44,-1.23,-1.05,-0.76,6280.29,1
"log_lik[78]",-1,0,0.35,-1.82,-1.17,-0.95,-0.76,-0.46,7642.44,1
"log_lik[79]",-1.2,0,0.46,-2.35,-1.39,-1.11,-0.89,-0.56,9451.4,1
"log_lik[80]",0.09,0,0.42,-0.94,-0.1,0.16,0.36,0.69,7215.69,1
"log_lik[81]",-0.05,0,0.2,-0.48,-0.17,-0.04,0.09,0.31,7522.98,1
"log_lik[82]",-0.52,0,0.12,-0.82,-0.58,-0.51,-0.46,-0.29,6167.28,1
"log_lik[83]",-0.44,0,0.28,-1.1,-0.58,-0.4,-0.25,-0.01,6478.85,1
"log_lik[84]",-0.79,0,0.29,-1.45,-0.96,-0.76,-0.58,-0.3,9104.81,1
"log_lik[85]",-1.45,0.01,0.49,-2.54,-1.75,-1.41,-1.1,-0.64,9609.09,1
"log_lik[86]",-2.03,0.01,0.57,-3.5,-2.28,-1.89,-1.64,-1.34,11542.66,1
"log_lik[87]",-1.35,0,0.29,-2.01,-1.53,-1.32,-1.14,-0.87,12483.51,1
"log_lik[88]",-1.64,0,0.24,-2.2,-1.78,-1.62,-1.48,-1.24,5807.63,1
"log_lik[89]",-2.04,0,0.43,-3.15,-2.23,-1.94,-1.75,-1.48,8829.19,1
"log_lik[90]",-1.86,0,0.44,-2.84,-2.12,-1.81,-1.54,-1.14,12599.04,1
"log_lik[91]",-1.42,0,0.28,-2.09,-1.58,-1.38,-1.22,-0.96,9033.1,1
"log_lik[92]",-1.51,0.01,0.69,-3.42,-1.72,-1.31,-1.08,-0.78,10555.41,1
"log_lik[93]",-1.61,0.01,0.63,-3.06,-1.99,-1.52,-1.15,-0.63,9375.59,1
"log_lik[94]",-2.06,0.01,0.74,-3.76,-2.46,-1.97,-1.57,-0.75,8265.72,1
"log_lik[95]",-0.1,0,0.23,-0.64,-0.22,-0.08,0.06,0.28,7021.82,1
"log_lik[96]",-0.14,0,0.23,-0.66,-0.28,-0.12,0.02,0.24,6768.03,1
"log_lik[97]",-0.03,0,0.21,-0.48,-0.16,-0.02,0.11,0.34,7149.88,1
"log_lik[98]",-0.27,0,0.22,-0.76,-0.4,-0.25,-0.12,0.11,7802.95,1
"log_lik[99]",-0.27,0,0.22,-0.76,-0.4,-0.25,-0.12,0.11,7802.95,1
"log_lik[100]",-2.81,0.01,1.19,-5.74,-3.46,-2.58,-1.93,-1.18,15426.24,1
"log_lik[101]",-0.54,0,0.23,-1.04,-0.68,-0.52,-0.38,-0.14,7538.37,1
"log_lik[102]",-1.2,0,0.39,-2.12,-1.43,-1.16,-0.92,-0.57,13488.44,1
"log_lik[103]",-1.1,0,0.35,-2,-1.26,-1.04,-0.87,-0.61,7115.65,1
"log_lik[104]",-1.23,0,0.42,-2.21,-1.46,-1.17,-0.93,-0.58,11794.76,1
